Player,Opp,FGM,FGA,FG0_19,FG20_29,FG30_39,FG40_49,FG50,XPM,XPA,Points,Made,0-19,20-29,30-39,40-49,50+,Week,Name,_position,_team
Brandon AubreyK - DAL,@NYJ,2.14,0.0,0.39,0.45,0.51,0.51,8.74,,,,,,,,,,5,Brandon Aubrey,K,DAL
Cameron DickerK - LAC,WAS,2.19,0.06,0.34,0.51,0.51,0.34,8.15,,,,,,,,,,5,Cameron Dicker,K,LAC
Jake BatesK - DET,@CIN,2.64,0.0,0.28,0.45,0.45,0.34,7.88,,,,,,,,,,5,Jake Bates,K,DET
Harrison ButkerK - KC,@JAX,2.42,0.06,0.34,0.45,0.39,0.34,7.84,,,,,,,,,,5,Harrison Butker,K,KC
Ka'imi FairbairnK - HOU,@BAL,2.08,0.0,0.39,0.51,0.45,0.34,7.83,,,,,,,,,,5,Ka'imi Fairbairn,K,HOU
Chase McLaughlinK - TB,@SEA,2.36,0.0,0.34,0.45,0.45,0.34,7.78,,,,,,,,,,5,Chase McLaughlin,K,TB
Tyler LoopK - BALView News,HOU,2.53,0.0,0.28,0.51,0.51,0.23,7.58,,,,,,,,,,5,Tyler Loop,K,BAL
Tyler BassK - BUFQ,NE,2.7,0.0,0.34,0.45,0.45,0.23,7.57,,,,,,,,,,5,Tyler Bass,K,BUFQ
Matt GayK - WAS,@LAC,2.48,0.0,0.39,0.45,0.39,0.28,7.57,,,,,,,,,,5,Matt Gay,K,WAS
Daniel CarlsonK - LV,@IND,1.91,0.0,0.39,0.39,0.45,0.39,7.55,,,,,,,,,,5,Daniel Carlson,K,LV
Evan McPhersonK - CIN,DET,2.42,0.0,0.34,0.45,0.45,0.28,7.54,,,,,,,,,,5,Evan McPherson,K,CIN
Will ReichardK - MIN,@CLE,2.08,0.0,0.34,0.45,0.45,0.34,7.5,,,,,,,,,,5,Will Reichard,K,MIN
Wil LutzK - DEN,@PHI,2.03,0.0,0.39,0.45,0.39,0.34,7.42,,,,,,,,,,5,Wil Lutz,K,DEN
Jake ElliottK - PHI,DEN,2.36,0.0,0.39,0.45,0.45,0.23,7.38,,,,,,,,,,5,Jake Elliott,K,PHI
Joshua KartyK - LAR,SF,1.91,0.0,0.39,0.45,0.45,0.28,7.18,,,,,,,,,,5,Joshua Karty,K,LAR
Cam LittleK - JAX,KC,2.08,0.0,0.39,0.45,0.39,0.28,7.17,,,,,,,,,,5,Cam Little,K,JAX
Jake MoodyK - SFView News,@LAR,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,5,Jake Moody,K,SF
Jason SandersK - MIA,@CAR,2.03,0.0,0.39,0.45,0.45,0.23,7.05,,,,,,,,,,5,Jason Sanders,K,MIA
Chad RylandK - ARI,TEN,1.91,0.0,0.34,0.45,0.45,0.28,7.03,,,,,,,,,,5,Chad Ryland,K,ARI
Jason MyersK - SEA,TB,1.86,0.0,0.39,0.45,0.45,0.23,6.88,,,,,,,,,,5,Jason Myers,K,SEA
Blake GrupeK - NO,NYG,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,5,Blake Grupe,K,NO
Spencer ShraderK - INDView News,LV,1.86,0.0,0.28,0.51,0.51,0.17,6.61,,,,,,,,,,5,Spencer Shrader,K,IND
Matthew WrightK - CAR,MIA,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,5,Matthew Wright,K,CAR
Andy BorregalesK - NE,@BUF,1.97,0.0,0.34,0.45,0.45,0.17,6.54,,,,,,,,,,5,Andy Borregales,K,NE
Joey SlyeK - TEN,@ARI,1.63,0.0,0.34,0.39,0.39,0.28,6.39,,,,,,,,,,5,Joey Slye,K,TEN
Joey SlyeK - TEN,@ARI,1.63,0.0,0.34,0.39,0.39,0.28,6.39,,,,,,,,,,5,Joey Slye,K,TEN
Graham GanoK - NYG,@NO,1.63,0.0,0.34,0.45,0.39,0.23,6.32,,,,,,,,,,5,Graham Gano,K,NYG
Dustin HopkinsK - CLEView News,MIN,1.52,0.0,0.34,0.45,0.39,0.23,6.21,,,,,,,,,,5,Dustin Hopkins,K,CLE
John Parker RomoK - NE,@BUF,0.47,0.0,0.07,0.13,0.07,0.07,1.63,,,,,,,,,,5,John Parker Romo,K,NE
Ryan FitzgeraldK - CAR,MIA,0.2,0.0,0.05,0.05,0.05,0.05,0.9,,,,,,,,,,5,Ryan Fitzgerald,K,CAR
Caden DavisK - BUF,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Caden Davis,K,BUF
Nick FolkK - NYJ,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Nick Folk,K,NYJ
Jude McAtamneyK - NYG,@NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Jude McAtamney,K,NYG
Harrison MevisK - NYJ,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Harrison Mevis,K,NYJ
Charlie SmythK - NO,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Charlie Smyth,K,NO
Chris BoswellK - PIT,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Chris Boswell,K,PIT
Anders CarlsonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Anders Carlson,K,
Ryan CoeK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Ryan Coe,K,
Zane GonzalezK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Zane Gonzalez,K,
Alex HaleK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Alex Hale,K,
John HoylandK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,John Hoyland,K,
Greg JosephK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Greg Joseph,K,
Jonathan KimK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Jonathan Kim,K,
Younghoe KooK - ATL,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Younghoe Koo,K,ATL
Lenny KriegK - ATL,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Lenny Krieg,K,ATL
Brandon McManusK - GB,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Brandon McManus,K,GB
Mark McNameeK - GB,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Mark McNamee,K,GB
Riley PattersonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Riley Patterson,K,
Eddy PineiroK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Eddy Pineiro,K,
Matt PraterKQ,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,5,Matt Prater,,KQ
Brandon AubreyK - DAL,@CAR,2.14,0.0,0.39,0.45,0.51,0.51,8.74,,,,,,,,,,6,Brandon Aubrey,K,DAL
Cameron DickerK - LAC,@MIA,2.19,0.06,0.34,0.51,0.51,0.34,8.15,,,,,,,,,,6,Cameron Dicker,K,LAC
Jake BatesK - DET,@KC,2.64,0.0,0.28,0.45,0.45,0.34,7.88,,,,,,,,,,6,Jake Bates,K,DET
Harrison ButkerK - KC,DET,2.42,0.06,0.34,0.45,0.39,0.34,7.84,,,,,,,,,,6,Harrison Butker,K,KC
Chase McLaughlinK - TB,SF,2.36,0.0,0.34,0.45,0.45,0.34,7.78,,,,,,,,,,6,Chase McLaughlin,K,TB
Chris BoswellK - PIT,CLE,1.91,0.0,0.39,0.51,0.45,0.34,7.66,,,,,,,,,,6,Chris Boswell,K,PIT
Tyler LoopK - BALView News,LAR,2.53,0.0,0.28,0.51,0.51,0.23,7.58,,,,,,,,,,6,Tyler Loop,K,BAL
Tyler BassK - BUFQ,@ATL,2.7,0.0,0.34,0.45,0.45,0.23,7.57,,,,,,,,,,6,Tyler Bass,K,BUFQ
Matt GayK - WAS,CHI,2.48,0.0,0.39,0.45,0.39,0.28,7.57,,,,,,,,,,6,Matt Gay,K,WAS
Daniel CarlsonK - LV,TEN,1.91,0.0,0.39,0.39,0.45,0.39,7.55,,,,,,,,,,6,Daniel Carlson,K,LV
Evan McPhersonK - CIN,@GB,2.42,0.0,0.34,0.45,0.45,0.28,7.54,,,,,,,,,,6,Evan McPherson,K,CIN
Wil LutzK - DEN,@NYJ,2.03,0.0,0.39,0.45,0.39,0.34,7.42,,,,,,,,,,6,Wil Lutz,K,DEN
Jake ElliottK - PHI,@NYG,2.36,0.0,0.39,0.45,0.45,0.23,7.38,,,,,,,,,,6,Jake Elliott,K,PHI
Brandon McManusK - GB,CIN,2.03,0.0,0.39,0.45,0.45,0.28,7.3,,,,,,,,,,6,Brandon McManus,K,GB
Younghoe KooK - ATL,BUF,1.86,0.0,0.34,0.45,0.45,0.34,7.28,,,,,,,,,,6,Younghoe Koo,K,ATL
Joshua KartyK - LAR,@BAL,1.91,0.0,0.39,0.45,0.45,0.28,7.18,,,,,,,,,,6,Joshua Karty,K,LAR
Cam LittleK - JAX,SEA,2.08,0.0,0.39,0.45,0.39,0.28,7.17,,,,,,,,,,6,Cam Little,K,JAX
Jake MoodyK - SFView News,@TB,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,6,Jake Moody,K,SF
Jason SandersK - MIA,LAC,2.03,0.0,0.39,0.45,0.45,0.23,7.05,,,,,,,,,,6,Jason Sanders,K,MIA
Chad RylandK - ARI,@IND,1.91,0.0,0.34,0.45,0.45,0.28,7.03,,,,,,,,,,6,Chad Ryland,K,ARI
Cairo SantosK - CHI,@WAS,1.74,0.0,0.39,0.45,0.51,0.23,6.94,,,,,,,,,,6,Cairo Santos,K,CHI
Jason MyersK - SEA,@JAX,1.86,0.0,0.39,0.45,0.45,0.23,6.88,,,,,,,,,,6,Jason Myers,K,SEA
Blake GrupeK - NO,NE,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,6,Blake Grupe,K,NO
Spencer ShraderK - INDView News,ARI,1.86,0.0,0.28,0.51,0.51,0.17,6.61,,,,,,,,,,6,Spencer Shrader,K,IND
Matthew WrightK - CAR,DAL,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,6,Matthew Wright,K,CAR
Matthew WrightK - CAR,DAL,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,6,Matthew Wright,K,CAR
Andy BorregalesK - NE,@NO,1.97,0.0,0.34,0.45,0.45,0.17,6.54,,,,,,,,,,6,Andy Borregales,K,NE
Joey SlyeK - TEN,@LV,1.63,0.0,0.34,0.39,0.39,0.28,6.39,,,,,,,,,,6,Joey Slye,K,TEN
Graham GanoK - NYG,PHI,1.63,0.0,0.34,0.45,0.39,0.23,6.32,,,,,,,,,,6,Graham Gano,K,NYG
Dustin HopkinsK - CLEView News,@PIT,1.52,0.0,0.34,0.45,0.39,0.23,6.21,,,,,,,,,,6,Dustin Hopkins,K,CLE
John Parker RomoK - NE,@NO,0.47,0.0,0.07,0.13,0.07,0.07,1.63,,,,,,,,,,6,John Parker Romo,K,NE
Ryan FitzgeraldK - CAR,DAL,0.2,0.0,0.05,0.05,0.05,0.05,0.9,,,,,,,,,,6,Ryan Fitzgerald,K,CAR
Caden DavisK - BUF,@ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Caden Davis,K,BUF
Nick FolkK - NYJ,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Nick Folk,K,NYJ
Jude McAtamneyK - NYG,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Jude McAtamney,K,NYG
Harrison MevisK - NYJ,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Harrison Mevis,K,NYJ
Ben SaulsK - PIT,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Ben Sauls,K,PIT
Charlie SmythK - NO,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Charlie Smyth,K,NO
Anders CarlsonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Anders Carlson,K,
Ryan CoeK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Ryan Coe,K,
Ka'imi FairbairnK - HOU,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Ka'imi Fairbairn,K,HOU
Zane GonzalezK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Zane Gonzalez,K,
Alex HaleK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Alex Hale,K,
John HoylandK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,John Hoyland,K,
Greg JosephK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Greg Joseph,K,
Jonathan KimK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Jonathan Kim,K,
Lenny KriegK - ATL,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Lenny Krieg,K,ATL
Mark McNameeK - GB,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Mark McNamee,K,GB
Riley PattersonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Riley Patterson,K,
Eddy PineiroK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,6,Eddy Pineiro,K,
Brandon AubreyK - DAL,WAS,2.14,0.0,0.39,0.45,0.51,0.51,8.74,,,,,,,,,,7,Brandon Aubrey,K,DAL
Cameron DickerK - LAC,IND,2.19,0.06,0.34,0.51,0.51,0.34,8.15,,,,,,,,,,7,Cameron Dicker,K,LAC
Jake BatesK - DET,TB,2.64,0.0,0.28,0.45,0.45,0.34,7.88,,,,,,,,,,7,Jake Bates,K,DET
Harrison ButkerK - KC,LV,2.42,0.06,0.34,0.45,0.39,0.34,7.84,,,,,,,,,,7,Harrison Butker,K,KC
Ka'imi FairbairnK - HOU,@SEA,2.08,0.0,0.39,0.51,0.45,0.34,7.83,,,,,,,,,,7,Ka'imi Fairbairn,K,HOU
Chase McLaughlinK - TB,@DET,2.36,0.0,0.34,0.45,0.45,0.34,7.78,,,,,,,,,,7,Chase McLaughlin,K,TB
Chris BoswellK - PIT,@CIN,1.91,0.0,0.39,0.51,0.45,0.34,7.66,,,,,,,,,,7,Chris Boswell,K,PIT
Matt GayK - WAS,@DAL,2.48,0.0,0.39,0.45,0.39,0.28,7.57,,,,,,,,,,7,Matt Gay,K,WAS
Daniel CarlsonK - LV,@KC,1.91,0.0,0.39,0.39,0.45,0.39,7.55,,,,,,,,,,7,Daniel Carlson,K,LV
Evan McPhersonK - CIN,PIT,2.42,0.0,0.34,0.45,0.45,0.28,7.54,,,,,,,,,,7,Evan McPherson,K,CIN
Will ReichardK - MIN,PHI,2.08,0.0,0.34,0.45,0.45,0.34,7.5,,,,,,,,,,7,Will Reichard,K,MIN
Wil LutzK - DEN,NYG,2.03,0.0,0.39,0.45,0.39,0.34,7.42,,,,,,,,,,7,Wil Lutz,K,DEN
Jake ElliottK - PHI,@MIN,2.36,0.0,0.39,0.45,0.45,0.23,7.38,,,,,,,,,,7,Jake Elliott,K,PHI
Brandon McManusK - GB,@ARI,2.03,0.0,0.39,0.45,0.45,0.28,7.3,,,,,,,,,,7,Brandon McManus,K,GB
Younghoe KooK - ATL,@SF,1.86,0.0,0.34,0.45,0.45,0.34,7.28,,,,,,,,,,7,Younghoe Koo,K,ATL
Joshua KartyK - LAR,@JAX,1.91,0.0,0.39,0.45,0.45,0.28,7.18,,,,,,,,,,7,Joshua Karty,K,LAR
Cam LittleK - JAX,LAR,2.08,0.0,0.39,0.45,0.39,0.28,7.17,,,,,,,,,,7,Cam Little,K,JAX
Jake MoodyK - SFView News,ATL,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,7,Jake Moody,K,SF
Jason SandersK - MIA,@CLE,2.03,0.0,0.39,0.45,0.45,0.23,7.05,,,,,,,,,,7,Jason Sanders,K,MIA
Chad RylandK - ARI,GB,1.91,0.0,0.34,0.45,0.45,0.28,7.03,,,,,,,,,,7,Chad Ryland,K,ARI
Cairo SantosK - CHI,NO,1.74,0.0,0.39,0.45,0.51,0.23,6.94,,,,,,,,,,7,Cairo Santos,K,CHI
Jason MyersK - SEA,HOU,1.86,0.0,0.39,0.45,0.45,0.23,6.88,,,,,,,,,,7,Jason Myers,K,SEA
Blake GrupeK - NO,@CHI,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,7,Blake Grupe,K,NO
Spencer ShraderK - INDView News,@LAC,1.86,0.0,0.28,0.51,0.51,0.17,6.61,,,,,,,,,,7,Spencer Shrader,K,IND
Matthew WrightK - CAR,@NYJ,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,7,Matthew Wright,K,CAR
Matthew WrightK - CAR,@NYJ,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,7,Matthew Wright,K,CAR
Andy BorregalesK - NE,@TEN,1.97,0.0,0.34,0.45,0.45,0.17,6.54,,,,,,,,,,7,Andy Borregales,K,NE
Joey SlyeK - TEN,NE,1.63,0.0,0.34,0.39,0.39,0.28,6.39,,,,,,,,,,7,Joey Slye,K,TEN
Graham GanoK - NYG,@DEN,1.63,0.0,0.34,0.45,0.39,0.23,6.32,,,,,,,,,,7,Graham Gano,K,NYG
Dustin HopkinsK - CLEView News,MIA,1.52,0.0,0.34,0.45,0.39,0.23,6.21,,,,,,,,,,7,Dustin Hopkins,K,CLE
John Parker RomoK - NE,@TEN,0.47,0.0,0.07,0.13,0.07,0.07,1.63,,,,,,,,,,7,John Parker Romo,K,NE
Ryan FitzgeraldK - CAR,@NYJ,0.2,0.0,0.05,0.05,0.05,0.05,0.9,,,,,,,,,,7,Ryan Fitzgerald,K,CAR
Nick FolkK - NYJ,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Nick Folk,K,NYJ
Jude McAtamneyK - NYG,@DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Jude McAtamney,K,NYG
Harrison MevisK - NYJ,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Harrison Mevis,K,NYJ
Ben SaulsK - PIT,@CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Ben Sauls,K,PIT
Charlie SmythK - NO,@CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Charlie Smyth,K,NO
Tyler BassK - BUFQ,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Tyler Bass,K,BUFQ
Anders CarlsonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Anders Carlson,K,
Ryan CoeK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Ryan Coe,K,
Caden DavisK - BUF,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Caden Davis,K,BUF
Zane GonzalezK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Zane Gonzalez,K,
Alex HaleK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Alex Hale,K,
John HoylandK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,John Hoyland,K,
Greg JosephK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Greg Joseph,K,
Jonathan KimK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Jonathan Kim,K,
Lenny KriegK - ATL,@SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Lenny Krieg,K,ATL
Tyler LoopK - BALView News,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Tyler Loop,K,BAL
Mark McNameeK - GB,@ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Mark McNamee,K,GB
Riley PattersonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7,Riley Patterson,K,
Brandon AubreyK - DAL,@DEN,2.14,0.0,0.39,0.45,0.51,0.51,8.74,,,,,,,,,,8,Brandon Aubrey,K,DAL
Cameron DickerK - LAC,MIN,2.19,0.06,0.34,0.51,0.51,0.34,8.15,,,,,,,,,,8,Cameron Dicker,K,LAC
Harrison ButkerK - KC,WAS,2.42,0.06,0.34,0.45,0.39,0.34,7.84,,,,,,,,,,8,Harrison Butker,K,KC
Ka'imi FairbairnK - HOU,SF,2.08,0.0,0.39,0.51,0.45,0.34,7.83,,,,,,,,,,8,Ka'imi Fairbairn,K,HOU
Chase McLaughlinK - TB,@NO,2.36,0.0,0.34,0.45,0.45,0.34,7.78,,,,,,,,,,8,Chase McLaughlin,K,TB
Chris BoswellK - PIT,GB,1.91,0.0,0.39,0.51,0.45,0.34,7.66,,,,,,,,,,8,Chris Boswell,K,PIT
Tyler LoopK - BALView News,CHI,2.53,0.0,0.28,0.51,0.51,0.23,7.58,,,,,,,,,,8,Tyler Loop,K,BAL
Tyler BassK - BUFQ,@CAR,2.7,0.0,0.34,0.45,0.45,0.23,7.57,,,,,,,,,,8,Tyler Bass,K,BUFQ
Matt GayK - WAS,@KC,2.48,0.0,0.39,0.45,0.39,0.28,7.57,,,,,,,,,,8,Matt Gay,K,WAS
Evan McPhersonK - CIN,NYJ,2.42,0.0,0.34,0.45,0.45,0.28,7.54,,,,,,,,,,8,Evan McPherson,K,CIN
Will ReichardK - MIN,@LAC,2.08,0.0,0.34,0.45,0.45,0.34,7.5,,,,,,,,,,8,Will Reichard,K,MIN
Wil LutzK - DEN,DAL,2.03,0.0,0.39,0.45,0.39,0.34,7.42,,,,,,,,,,8,Wil Lutz,K,DEN
Jake ElliottK - PHI,NYG,2.36,0.0,0.39,0.45,0.45,0.23,7.38,,,,,,,,,,8,Jake Elliott,K,PHI
Brandon McManusK - GB,@PIT,2.03,0.0,0.39,0.45,0.45,0.28,7.3,,,,,,,,,,8,Brandon McManus,K,GB
Younghoe KooK - ATL,MIA,1.86,0.0,0.34,0.45,0.45,0.34,7.28,,,,,,,,,,8,Younghoe Koo,K,ATL
Jake MoodyK - SFView News,@HOU,2.36,0.0,0.23,0.51,0.45,0.23,7.08,,,,,,,,,,8,Jake Moody,K,SF
Jason SandersK - MIA,@ATL,2.03,0.0,0.39,0.45,0.45,0.23,7.05,,,,,,,,,,8,Jason Sanders,K,MIA
Cairo SantosK - CHI,@BAL,1.74,0.0,0.39,0.45,0.51,0.23,6.94,,,,,,,,,,8,Cairo Santos,K,CHI
Blake GrupeK - NO,TB,1.74,0.0,0.34,0.45,0.39,0.28,6.68,,,,,,,,,,8,Blake Grupe,K,NO
Spencer ShraderK - INDView News,TEN,1.86,0.0,0.28,0.51,0.51,0.17,6.61,,,,,,,,,,8,Spencer Shrader,K,IND
Matthew WrightK - CAR,BUF,1.8,0.0,0.34,0.51,0.45,0.17,6.55,,,,,,,,,,8,Matthew Wright,K,CAR
Andy BorregalesK - NE,CLE,1.97,0.0,0.34,0.45,0.45,0.17,6.54,,,,,,,,,,8,Andy Borregales,K,NE
Joey SlyeK - TEN,@IND,1.63,0.0,0.34,0.39,0.39,0.28,6.39,,,,,,,,,,8,Joey Slye,K,TEN
Graham GanoK - NYG,@PHI,1.63,0.0,0.34,0.45,0.39,0.23,6.32,,,,,,,,,,8,Graham Gano,K,NYG
Dustin HopkinsK - CLEView News,@NE,1.52,0.0,0.34,0.45,0.39,0.23,6.21,,,,,,,,,,8,Dustin Hopkins,K,CLE
Dustin HopkinsK - CLEView News,@NE,1.52,0.0,0.34,0.45,0.39,0.23,6.21,,,,,,,,,,8,Dustin Hopkins,K,CLE
John Parker RomoK - NE,CLE,0.47,0.0,0.07,0.13,0.07,0.07,1.63,,,,,,,,,,8,John Parker Romo,K,NE
Ryan FitzgeraldK - CAR,BUF,0.2,0.0,0.05,0.05,0.05,0.05,0.9,,,,,,,,,,8,Ryan Fitzgerald,K,CAR
Caden DavisK - BUF,@CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Caden Davis,K,BUF
Nick FolkK - NYJ,@CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Nick Folk,K,NYJ
Jude McAtamneyK - NYG,@PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Jude McAtamney,K,NYG
Harrison MevisK - NYJ,@CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Harrison Mevis,K,NYJ
Ben SaulsK - PIT,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Ben Sauls,K,PIT
Charlie SmythK - NO,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Charlie Smyth,K,NO
Jake BatesK - DET,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Jake Bates,K,DET
Anders CarlsonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Anders Carlson,K,
Daniel CarlsonK - LV,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Daniel Carlson,K,LV
Ryan CoeK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Ryan Coe,K,
Zane GonzalezK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Zane Gonzalez,K,
Alex HaleK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Alex Hale,K,
John HoylandK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,John Hoyland,K,
Greg JosephK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Greg Joseph,K,
Joshua KartyK - LAR,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Joshua Karty,K,LAR
Jonathan KimK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Jonathan Kim,K,
Lenny KriegK - ATL,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Lenny Krieg,K,ATL
Cam LittleK - JAX,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Cam Little,K,JAX
Mark McNameeK - GB,@PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Mark McNamee,K,GB
Jason MyersK - SEA,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Jason Myers,K,SEA
Riley PattersonK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Riley Patterson,K,
Eddy PineiroK,Bye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8,Eddy Pineiro,K,
